,address,postal_code,rest_name,average_cost,additional_info,rating,rating_category,review,review_date_time,user_name
1109,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"RATED
  Nobu was one of the first ?classy? restaurants I had ever aspired to eat at.  Tyler, my best friend in High School always spoke about how he and his parents would eat there and see super stars like Diddy eating at adjacent tables. After I finally started earning money, I realized that this would be the best place to bring my better half? and so I did!  Was I right about that?  Read on! ...
Read full post on eatnoshnom.com",29-Aug-15,Eat. Nosh. Nom.
1110,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"RATED
  Six drinks, some sake and numerous sushi rolls later, we left satisfied and in desperate need of a nap. The sushi was extremely fresh and delicious. My dining partner and I tried the Spicy Bigeye Tuna Roll, Salmon Avocado & Cucumber Roll, and Yellowtail Scallion ? All delicious. We also left very buzzed off Nobu?s delicious Pineapple Martini, made with... ...
Read full post on ashrenee.com",27-Apr-15,The Buppie Foodie Media Group
1111,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Nobu was one of the first ?classy? restaurants I had ever aspired to eat at. Tyler, my best friend in High School always spoke about how he and his parents would eat there and see super stars like Diddy eating at adjacent tables. After I finally started earning money, I realized that this would be the best place to bring my better half? and so I did! Was I right about that? Read on! The decor was great. Very asian (as expected) and really enjoyable. The mood-lighting was pretty great and made the meal for us. As you can see above, we were seated in a booth, one of the few booths that we saw, and the view of the restaurant was fantastic. ...
Read full post on foodiestateofmind.com",7-Mar-15,Eat. Nosh. Nom.
1112,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   I was in NYC for Labor Day weekend this year and tried Nobu one of the 4 nights we were there. The food was good here but the portions are small and cost a pretty penny. Expect to still be hungry afterwards. My martinis were 12-14 a glass. Not sure of the total price of the bill because my guy paid for everything but I know it was a lot for what we ate.",29-Dec-14,Lac
1114,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"RATED
  Nobu was one of the first ?classy? restaurants I had ever aspired to eat at.  Tyler, my best friend in High School always spoke about how he and his parents would eat there and see super stars like Diddy eating at adjacent tables. After I finally started earning money, I realized that this would be the best place to bring my better half? and so I did!  Was I right about that?  Read on! ...
Read full post on eatnoshnom.com",29-Aug-15,Eat. Nosh. Nom.
1115,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"RATED
  Six drinks, some sake and numerous sushi rolls later, we left satisfied and in desperate need of a nap. The sushi was extremely fresh and delicious. My dining partner and I tried the Spicy Bigeye Tuna Roll, Salmon Avocado & Cucumber Roll, and Yellowtail Scallion ? All delicious. We also left very buzzed off Nobu?s delicious Pineapple Martini, made with... ...
Read full post on ashrenee.com",27-Apr-15,The Buppie Foodie Media Group
1116,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Nobu was one of the first ?classy? restaurants I had ever aspired to eat at. Tyler, my best friend in High School always spoke about how he and his parents would eat there and see super stars like Diddy eating at adjacent tables. After I finally started earning money, I realized that this would be the best place to bring my better half? and so I did! Was I right about that? Read on! The decor was great. Very asian (as expected) and really enjoyable. The mood-lighting was pretty great and made the meal for us. As you can see above, we were seated in a booth, one of the few booths that we saw, and the view of the restaurant was fantastic. ...
Read full post on foodiestateofmind.com",7-Mar-15,Eat. Nosh. Nom.
1117,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   I was in NYC for Labor Day weekend this year and tried Nobu one of the 4 nights we were there. The food was good here but the portions are small and cost a pretty penny. Expect to still be hungry afterwards. My martinis were 12-14 a glass. Not sure of the total price of the bill because my guy paid for everything but I know it was a lot for what we ate.",29-Dec-14,Lac
1119,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Best Japanese. I found Nobu one of the best Japanese fine dining restaurants in NY
Great food and great service and I would definitely come back!",30-Jul-14,Akane_le
1120,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Still the best there is. When Nobu first opened in New York in 1994, it was a bombshell. In her three-star review , New York Times restaurant critic Ruth Reichl called it ""a restaurant that cannot be compared to anything else,"" noting that with his Peruvian influences and inventive style Chef Nobuyuki Matushida had created ""an entirely new take on Japanese cuisine."" As if Matsushida's talent were not enough, the kitchen was run by future Iron Chef  Masaharu Morimoto . In the evenings, the restaurant was ""thronged with celebrities and celebrity-watchers"" looking to try Nobu's famous black cod with miso and rock shrimp tempura with creamy spicy sauce. ...
Read full post on nyfoodjournal.blogspot.com",24-Feb-14,NY Food Journal
1121,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Nice flavors and presentation. Nice flavors, the best Nobu I've been to",13-Feb-14,Mario Ferrero
1122,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"If you?re looking for a dining experience that might well include some celebrity sightings, then Nobu is the place for you! ...
Read full post on nyctalking.com",21-Nov-13,Angel Rodriguez
1123,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Dining review. Excellent vibe, excellent food and excellent service. The Black orchid drink was amazing. Just GO !",22-Oct-13,Quavah
1124,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"So I took my wife here for her 21st birthday. The place was due for a revisit. Check out what we thought. ...
Read full post on nyctalking.com",15-Oct-13,Angel Rodriguez
1125,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"So I took my wife here for her 21st birthday. The place was due for a revisit. Check out what we thought. ...
Read full post on nyctalking.com",15-Oct-13,Angel Rodriguez
1126,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   I absolutely loved it. I'd been wanting to go for a while and it exceeded my expectations. The yellowtail with jalapeño was the most incredible Japanese I have ever tasted. The service was impeccable, she made recommendations which were superb and was extremely attentive. I would also recommend the cod with miso and spicy tuna roll. So fresh, amazing chefs!",28-Aug-13,Caitlan Taylor
1128,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Fancy. I was there a while ago and I have to admit the place is nice, I understand a lot of ppl would say that it s a restaurant to show off, well I go to restaurants to eat. I spent $300 and after I walked out of there, went to another restaurant to eat, because I was still hungry. The amount of food is minimum, and the prices are very high compared to some other kinds of food. Bottom line, eat before you go there.",14-Apr-13,Juan De Durana
1129,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"The Salmon Kelp Roll Amazing. The Salmon Kelp Roll was amazing!! The food at this place is very top quality.You might pay more,but its worth the extra money.

Max Furniture",22-Mar-13,Max Furniture
1130,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Nobu has endured all these years by offering the very best. The decor of the restaurant is simple yet chic and inviting. I think the best dish is the Black Miso Cod ? moist and sweet. ...
Read full post on hungryformoreeats.com",12-Mar-13,HungryForMoreEats
1131,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   EXCELLENT. Nobu is one my favorite restaurant, upscale dining in relaxed and friendly environment. Service is always top notch, with extraordinary food and balanced wine list.",17-Feb-13,Joe Pezzoronni
1132,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"This blog post contains photos only. ...
Read full post on feedmysole.com",30-Jan-13,Feed My Sole
1133,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Success!. Wow, what can I say about Nobu. Great food and originality. Although the prices are a little high, you certainly get what you pay for! Love the service and desserts.",29-Dec-12,Lydia
1134,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Not too bad. Good choice",12-Sep-12,Wasem Fahd Gawish
1135,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Excellent fish, good atmosphere, but you're definitely going to pay for it.",15-Jul-12,Eric Downing
1136,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   The Zen of Japanese. The food pleases the palate and the mind.",4-May-12,Bob Schwartz
1138,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"I have mixed feelings about Nobu. On one hand the food was the delicious, the staff was courteous and I had a nice time. On the other hand, Mr. Nobu ignored me and refused to take a picture with me. Then shortly thereafter Jackie Chan ignored and refused to take a picture with me. ...
Read full post on nyctalking.com",10-Mar-12,Angel Rodriguez
1139,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"It?s no secret that we?ve got a soft spot for Nobu Matsuhisa?s sensational sushi. His Malibu resto is one of our LA dining faves (check out our blog about it here) and we?re mega fans of NYC spots Nobu, Nobu 57, and Nobu Next Door, too ...
Read full post on diary.thepurplepassport.com",26-Jan-12,Shanen
1140,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   One of the best dinners I've ever had. I let our server choose different dishes for our group's meal and it was amazing. I tried so many different things that I would have never ordered on my own. I can't wait to go back!",23-Jan-12,Lauren
1141,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   This Is A Special Place. This was the best dining experience I can remember, The most delicious prepared fish and I am craving mushroom soup as I'm writing this. I look forward to my next meal there.
How can you describe total happiness??

Just go here.",15-Nov-11,Ron Newton
1142,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,Good...,2-Nov-11,Dev Swami
1143,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Excellent sushi. Excellent service. I mentioned the need to get uptown for a show when making a reservation, and on our way out had 2 people say ""thanks, enjoy your show"".",20-Sep-11,Ryan R
1144,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"It?s no secret that we?ve got a soft spot for Nobu Matsuhisa?s sensational sushi. His Malibu resto is one of our LA dining faves (check out our blog about it here) and we?re mega fans of NYC spots Nobu, Nobu 57, and Nobu Next Door, too ...
Read full post on diary.thepurplepassport.com",26-Jan-12,Shanen
1145,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   One of the best dinners I've ever had. I let our server choose different dishes for our group's meal and it was amazing. I tried so many different things that I would have never ordered on my own. I can't wait to go back!",23-Jan-12,Lauren
1146,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   This Is A Special Place. This was the best dining experience I can remember, The most delicious prepared fish and I am craving mushroom soup as I'm writing this. I look forward to my next meal there.
How can you describe total happiness??

Just go here.",15-Nov-11,Ron Newton
1147,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,Good...,2-Nov-11,Dev Swami
1148,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Excellent sushi. Excellent service. I mentioned the need to get uptown for a show when making a reservation, and on our way out had 2 people say ""thanks, enjoy your show"".",20-Sep-11,Ryan R
1149,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Great ambiance and fresh sushi ...
Read full post on bakingmehungry.com",3-Apr-11,Baking Me Hungry
1150,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"New York's original Nobu is located in Tribeca on the corner of Hudson and Franklin Sts., and is the flagship restaurant of Chef Nobu Matsuhisa. Having opened in 1994 the restaurant has been a pioneer in Asian-fusion cuisine, particularly in the now widespread Japanese-Peruvian style of cooking, and has spread to include over twenty locations worldwide. With investors such as restaurateur Drew Nieporent (of Tribeca Grill, Corton, and Centrico) and actor Robert De Niro (who first became acquainted with Chef Matsuhisa at his Matsuhisa restaurant in LA), Nobu's success was almost guaranteed from the beginning. Seventeen years later the restaurant still ranks among New York's finest; and while it might not be as trendy as it once was, Nobu Tribeca still retains both its allure and popularity. The design of the restaurant is meant to evoke the tranquility of the Japanese countryside. Earth tone paints, wooden columns in the shape of trees, and natural wood tables make for a much less modern ...
Read full post on eatthecityny.com",2-Mar-11,Eat The City
1151,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Original is Best. Being a fan of Melbourne Nobu, of course I must visit New York whilst I am here...Upon entrance our jackets are taken and we are escorted promptly to our table. The surroundings are amazing. The waiter is so friendly and polite, I want to bring him back to Melbourne Nobu. I ask for a beef wagyu dish similar to the one in Melbourne - the waiter doesn't know what it is - so he says he will call Melbourne and ask - right now! I decline profusely, saying it's not that important, waiter insists it is no trouble. He returns shortly, advising us that the wagyu beef dish is being prepared as we speak - to the Melbourne recipe. I am absolutely floored and speechless. The food is amazing and lives up to the hype - I am only too happy to pay whatever the bill says - I have just had an unforgettable experience in an amazing city.",19-Feb-11,Tav
1152,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Nobu. Freshest fishes I had in states. Keep up the good work!",17-Oct-10,Eric Lee
1153,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"So last night, Chris and I headed to Nobu in Tribeca to try some of their specialties (they?re actually not known for the sushi ? it?s more of a fusion restaurant, so it?s recommended to order hot dishes instead). I liked the decor at Nobu ? there were tr ...
Read full post on gracenotesnyc.com",12-Oct-10,Grace Yang
1154,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Ok sushi, but not good value. Not bad sushi, but considering the price, there are many better choices in the city. Over rated in my view. But you can still bring a date with you if you want to spend the money.",21-Sep-10,Jill
1155,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Nobu was the first meal that I saved up for, it was also the first meal in New York that truly blew me away. When I went to California last year, I specifically chose to dine at Matsuhisa (Nobu Matsuhisa's first restaurant before he became known just as N ...
Read full post on eatbigapple.com",24-Aug-10,EatBigApple
1156,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Its nobu. obviously its crazy good.. What you would expect. phenomenal sushi. rest of menu just as good.",4-Aug-10,Mark
1157,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Ha ha we literally walk here 2 eat twice weekly! Their restaurant week menu was off the chain! Rolls r always fresh spicy mayo is awesome, creamy spicy crab is also good as is black cod miso sauce. Downside, bathrooms r down steep stone steps not good after drinking",3-Aug-10,Erin Brady
1158,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Nobu is Great. This is a great place with great food. When I am in town, I make sure I dine here several times.",17-Jun-10,Joyful Julie
1159,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   What to say?. OK, the sushi is incredible, the beef dish I had was out of this world and the various fish selections were amazing. I cannot begin to say what a fantastic place this is. It is amazing and the spot happens to be very swanky! Make a reservation for sure! did I say INCREDIBLE?",25-May-10,Anne
1160,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   We had the Black Cod Miso, it was the best fish dish we have ever tasted. Service, food and martinis were great. Highly recommend eating at Nobu. Will try Nobu 57 to see if it is as good.",14-Mar-10,Paula Hollon Tamayo Rodriguez
1161,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Good, but some sticker shock. I like, no love the food, but the prices are definitely a lot more than what I'm used to paying. $100 for a meal is no big deal, but once we get upwards of $500 then were talking a whole new ballgame.",4-Mar-10,Ogbrastah
1162,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   When I go home, I come to Nobu!. We love Nobu, fun times, great atmosphere. I love the people and the drinks!",17-Jan-10,KevinNJessica
1163,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Saturday was another day of wandering and shopping. We had lunch at Spring Street Natural Restaurant. It was very busy and loud, and quite honestly I think we were all just tired and hungover. I had a turkey sandwich with blueberry jam. It was good but ve ...
Read full post on katekitchen.blogspot.com",3-Jan-10,Kate's Kitchen
1164,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   A New way of looking as Sushi. The best sushi I have ever had. Besides the Nobu in Hong Kong of course...",9-Dec-09,Foodimentary
1165,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"If you've digested the New York breakfast, brunch and coffee options in Part 1, napkin on up for Lunch, Dinner and Everything in Between at some of my favourite New York haunts. Lunch - or the first point at which burgers become socially acceptable Little ...
Read full post on greedydiva.blogspot.com",24-Nov-09,Greedy Diva
1166,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   My own New York Tradition. I always go to Nobu, Nobu Next Door and Sushi Samba when ever I come to the city. Although the food is heavier on the pocket (it's New York..duh), I always love their authentic dishes. I've met one of the owners (Drew Newporent) a few times, but have yet to meet Mr. De Niro, perhaps on my next trip.",23-Nov-09,Birkdaletownee
1167,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   NOBU on 57th. I love this place I had a wonderful meal after taking someone special to New York for their birthday I do have to say the house riesling is horrible but if you love riesling the ERBEN Christoffel is amazing, a bit pricey but worth it about $125 a bottle.",14-Nov-09,Sugar
1168,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Amazing food, decent service, NYC atmosphere and a meal to remember. My husband took me here for the first time in 2006 & everytime since I'm amazed at how superb the food is. We always get the same thing, but it's always so breathtaking we just can't help it! Bamboo Sake. Rock Shrimp Tempura. Sashimi Salad. Beef Tobanyaki. Bento Box. Incredible.",17-Oct-09,Ginger Lea Lazzaro
1169,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"SALUTE Robert dinero. I recommend that you see for yourself why DeNiro finds TriBeCa a good place to live, work, and enjoy the metropolitan life

DeNiro is a principle in Nobu restaurants, founded in 1995,",16-Oct-09,Godiner
1170,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   I've always loved this place! Order the Sashimi Salad, Rock Shrimp Tempura, Beef Toban Yaki, and the Bento Box for dessert. You will be quite satisfied!",7-Oct-09,Mike Lazzaro
1171,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   If you have been here you would know how good it is beautifully crafted food and tastes delicious fantastic",30-Aug-09,Stagg
1172,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Nobu is one of the best known Japanese restaurants in New York...it is also one of the most expensive. But I went there mainly because of the NY restaurant week menu which is 3 courses for $24.07 (which is dirt cheap at Nobu). For the first time in a whil ...
Read full post on oasismirage.com",14-Aug-09,Oasis Or Mirage
1173,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"NEGATIVE
   Overrated !. An overrated crappy restaurant that has reviews bought and paid for by the celebrities that own it !",14-Jul-09,The Ga
1174,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   Really Big. But Good.. Huge. You'll need a reservation. But they easily have a lot of vegan and vegetarian options. The mushrooms are fabulous. The sushi is good. But the vegan sushi (rice and veg) is a bit blah. I'd stick to hot veggie dishes . Great crowd. But I hate the carpet on the floor.",8-Jul-09,Kathy Patalsky
1175,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   The hottest spot. I love the theme in this place and their sashami is breath taking , love it every bite , i had this uni and some suzuki sashami it was delicous , melted in my mouth with a bit wasabi , thats was haven , cost us a big price thou , a $473 us per head including tips and a few bottles of premium sake , i say : money well spend",4-Jun-09,Mr Dunkirk
1176,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   All Time Fave. One of the best Asian restaurants I've ever been to....and that's including Asia and Hawaii!",10-May-09,Ronald S. Dotson
1177,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"Recently, my boyfriend and I took his mother (MIL) out for dinner at Nobu as a belated Christmas present. He actually chose the restaurant without any consultation from me, so it came as a pleasant surprise that he chose Nobu. If you've read my blog much ...
Read full post on feistyfoodie.blogspot.com",10-Feb-09,Feisty Foodie
1178,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   The best in NY!!!. Nobu is the best Asian restaurant in NYC.",20-Jan-09,John
1179,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   # 1 Japenese in NYC. Aside from the original Matsuhisa on La Cienaga in Los Angeles, I have been to two on Hudson in New York City--Nobu New York City and Nobu Next Door.In typical Japanese sushi bar fashion, the best way to experience the entrees is to order omakase (omakase means trust in Japanese), entrusting your taste buds to the chef. The dishes are designed to come out from cold to hot with a sushi sampler arriving last followed by dessert. My favorites are: black cod with miso, yellowtail with jalapeno, rock shrimp tempura with ponzu (the creamy spicy sauce lacks kick), wagyu beef, Arctic charr with crispy baby spinach, and the sashimi salad. As for service, it is impeccable. The servers are courteous, discreet, and nothing but smiles. I never feel rushed and they do not act like idiots when celebrities or VIPs enter the premises.",9-Jan-09,Mark Kasco
1180,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"NEGATIVE
   Apps are great, sushi isn't memorable. Favorites include their famous miso cod, yellowtail w/ jalapeno and rock shrimp tempura",4-Dec-08,Felix GB
1181,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"POSITIVE
   I don't like it, I LOVE it. You have to go here. You have to eat everything on the menu. Yes, it is that good. Most restaurants I go to that have a bunch of hype are, well, just that...hype. Not Nobu, every inch of this place is a delicacy, from the black cod to the entire sushi menu.
True, it is expensive. But, for one meal in your life...don't even think about it, indulge!",15-Sep-08,Kelseykakes
1182,"105 Hudson Street, New York, NY 10013",NY 10013,Nobu,250,"['Full Bar Available', 'Luxury Dining', 'Private Dining Area Available']",4.3,good,"A few years ago, Nobu was one of the hip restaurants which helped put Tribeca on the restaurant map and developed a reputation as a celebrity hangout. These days, the dining crowd is more mainstream - divided among couples on date, families with young chi ...
Read full post on pigoutnyc.blogspot.com",16-Apr-07,Newman
1183,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"RATED
  Love this perfect spot to try something delicious. The fusion between French and Vietnamese are so perfectly intertwined at Indochine. The Steamed Chilean Sea Bass is our all time favorite, and a must try for anyone who loves sea bass and comes here for the first time. The sweet aroma of the dish paired with the fluffiness of the fish that just melts in you mouth is enough to make you crave this restaurant every week.",24-Aug-16,Passe Par Tout
1184,"430 Lafayette Street, New York, NY 10003",NY 10003,Indochine,120,['Serves Alcohol'],3.6,average,"POSITIVE
   Perfect Pre or Post Theater Dining Spot. Seven of us had dinner after a performance at the Public. The space is attractive and the food and service was excellent. Nicely presented dishes, great taste. One of the better dinners out in a while. Prices are Manhattan moderate-high, but well worth it. Smuggle in your own wine. The price per glass is ridiculous.",24-Feb-15,Dwgrill
