review,rest_name,review_date_time,user_name
"This blog post contains photos only. ...
Read full post on feedmysole.com",Nobu,30-Jan-13,Feed My Sole
"POSITIVE
   Success!. Wow, what can I say about Nobu. Great food and originality. Although the prices are a little high, you certainly get what you pay for! Love the service and desserts.",Nobu,29-Dec-12,Lydia
"POSITIVE
   Not too bad. Good choice",Nobu,12-Sep-12,Wasem Fahd Gawish
"POSITIVE
   Excellent fish, good atmosphere, but you're definitely going to pay for it.",Nobu,15-Jul-12,Eric Downing
"POSITIVE
   The Zen of Japanese. The food pleases the palate and the mind.",Nobu,4-May-12,Bob Schwartz
,Nobu,13-Apr-12,Notorious
"I have mixed feelings about Nobu. On one hand the food was the delicious, the staff was courteous and I had a nice time. On the other hand, Mr. Nobu ignored me and refused to take a picture with me. Then shortly thereafter Jackie Chan ignored and refused to take a picture with me. ...
Read full post on nyctalking.com",Nobu,10-Mar-12,Angel Rodriguez
"It’s no secret that we’ve got a soft spot for Nobu Matsuhisa’s sensational sushi. His Malibu resto is one of our LA dining faves (check out our blog about it here) and we’re mega fans of NYC spots Nobu, Nobu 57, and Nobu Next Door, too ...
Read full post on diary.thepurplepassport.com",Nobu,26-Jan-12,Shanen
"POSITIVE
   One of the best dinners I've ever had. I let our server choose different dishes for our group's meal and it was amazing. I tried so many different things that I would have never ordered on my own. I can't wait to go back!",Nobu,23-Jan-12,Lauren
"POSITIVE
   This Is A Special Place. This was the best dining experience I can remember, The most delicious prepared fish and I am craving mushroom soup as I'm writing this. I look forward to my next meal there.
How can you describe total happiness??

Just go here.",Nobu,15-Nov-11,Ron Newton
Good...,Nobu,2-Nov-11,Dev Swami
"POSITIVE
   Excellent sushi. Excellent service. I mentioned the need to get uptown for a show when making a reservation, and on our way out had 2 people say ""thanks, enjoy your show"".",Nobu,20-Sep-11,Ryan R
"It’s no secret that we’ve got a soft spot for Nobu Matsuhisa’s sensational sushi. His Malibu resto is one of our LA dining faves (check out our blog about it here) and we’re mega fans of NYC spots Nobu, Nobu 57, and Nobu Next Door, too ...
Read full post on diary.thepurplepassport.com",Nobu,26-Jan-12,Shanen
"POSITIVE
   One of the best dinners I've ever had. I let our server choose different dishes for our group's meal and it was amazing. I tried so many different things that I would have never ordered on my own. I can't wait to go back!",Nobu,23-Jan-12,Lauren
"POSITIVE
   This Is A Special Place. This was the best dining experience I can remember, The most delicious prepared fish and I am craving mushroom soup as I'm writing this. I look forward to my next meal there.
How can you describe total happiness??

Just go here.",Nobu,15-Nov-11,Ron Newton
Good...,Nobu,2-Nov-11,Dev Swami
"POSITIVE
   Excellent sushi. Excellent service. I mentioned the need to get uptown for a show when making a reservation, and on our way out had 2 people say ""thanks, enjoy your show"".",Nobu,20-Sep-11,Ryan R
"Great ambiance and fresh sushi ...
Read full post on bakingmehungry.com",Nobu,3-Apr-11,Baking Me Hungry
"New York's original Nobu is located in Tribeca on the corner of Hudson and Franklin Sts., and is the flagship restaurant of Chef Nobu Matsuhisa. Having opened in 1994 the restaurant has been a pioneer in Asian-fusion cuisine, particularly in the now widespread Japanese-Peruvian style of cooking, and has spread to include over twenty locations worldwide. With investors such as restaurateur Drew Nieporent (of Tribeca Grill, Corton, and Centrico) and actor Robert De Niro (who first became acquainted with Chef Matsuhisa at his Matsuhisa restaurant in LA), Nobu's success was almost guaranteed from the beginning. Seventeen years later the restaurant still ranks among New York's finest; and while it might not be as trendy as it once was, Nobu Tribeca still retains both its allure and popularity. The design of the restaurant is meant to evoke the tranquility of the Japanese countryside. Earth tone paints, wooden columns in the shape of trees, and natural wood tables make for a much less modern ...
Read full post on eatthecityny.com",Nobu,2-Mar-11,Eat The City
"POSITIVE
   Original is Best. Being a fan of Melbourne Nobu, of course I must visit New York whilst I am here...Upon entrance our jackets are taken and we are escorted promptly to our table. The surroundings are amazing. The waiter is so friendly and polite, I want to bring him back to Melbourne Nobu. I ask for a beef wagyu dish similar to the one in Melbourne - the waiter doesn't know what it is - so he says he will call Melbourne and ask - right now! I decline profusely, saying it's not that important, waiter insists it is no trouble. He returns shortly, advising us that the wagyu beef dish is being prepared as we speak - to the Melbourne recipe. I am absolutely floored and speechless. The food is amazing and lives up to the hype - I am only too happy to pay whatever the bill says - I have just had an unforgettable experience in an amazing city.",Nobu,19-Feb-11,Tav
"POSITIVE
   Nobu. Freshest fishes I had in states. Keep up the good work!",Nobu,17-Oct-10,Eric Lee
"So last night, Chris and I headed to Nobu in Tribeca to try some of their specialties (they’re actually not known for the sushi – it’s more of a fusion restaurant, so it’s recommended to order hot dishes instead). I liked the decor at Nobu – there were tr ...
Read full post on gracenotesnyc.com",Nobu,12-Oct-10,Grace Yang
"Ok sushi, but not good value. Not bad sushi, but considering the price, there are many better choices in the city. Over rated in my view. But you can still bring a date with you if you want to spend the money.",Nobu,21-Sep-10,Jill
"Nobu was the first meal that I saved up for, it was also the first meal in New York that truly blew me away. When I went to California last year, I specifically chose to dine at Matsuhisa (Nobu Matsuhisa's first restaurant before he became known just as N ...
Read full post on eatbigapple.com",Nobu,24-Aug-10,EatBigApple
"POSITIVE
   Its nobu. obviously its crazy good.. What you would expect. phenomenal sushi. rest of menu just as good.",Nobu,4-Aug-10,Mark
"POSITIVE
   Ha ha we literally walk here 2 eat twice weekly! Their restaurant week menu was off the chain! Rolls r always fresh spicy mayo is awesome, creamy spicy crab is also good as is black cod miso sauce. Downside, bathrooms r down steep stone steps not good after drinking",Nobu,3-Aug-10,Erin Brady
"POSITIVE
   Nobu is Great. This is a great place with great food. When I am in town, I make sure I dine here several times.",Nobu,17-Jun-10,Joyful Julie
"POSITIVE
   What to say?. OK, the sushi is incredible, the beef dish I had was out of this world and the various fish selections were amazing. I cannot begin to say what a fantastic place this is. It is amazing and the spot happens to be very swanky! Make a reservation for sure! did I say INCREDIBLE?",Nobu,25-May-10,Anne
"POSITIVE
   We had the Black Cod Miso, it was the best fish dish we have ever tasted. Service, food and martinis were great. Highly recommend eating at Nobu. Will try Nobu 57 to see if it is as good.",Nobu,14-Mar-10,Paula Hollon Tamayo Rodriguez
"POSITIVE
   Good, but some sticker shock. I like, no love the food, but the prices are definitely a lot more than what I'm used to paying. $100 for a meal is no big deal, but once we get upwards of $500 then were talking a whole new ballgame.",Nobu,4-Mar-10,Ogbrastah
"POSITIVE
   When I go home, I come to Nobu!. We love Nobu, fun times, great atmosphere. I love the people and the drinks!",Nobu,17-Jan-10,KevinNJessica
"Saturday was another day of wandering and shopping. We had lunch at Spring Street Natural Restaurant. It was very busy and loud, and quite honestly I think we were all just tired and hungover. I had a turkey sandwich with blueberry jam. It was good but ve ...
Read full post on katekitchen.blogspot.com",Nobu,3-Jan-10,Kate's Kitchen
"POSITIVE
   A New way of looking as Sushi. The best sushi I have ever had. Besides the Nobu in Hong Kong of course...",Nobu,9-Dec-09,Foodimentary
"If you've digested the New York breakfast, brunch and coffee options in Part 1, napkin on up for Lunch, Dinner and Everything in Between at some of my favourite New York haunts. Lunch - or the first point at which burgers become socially acceptable Little ...
Read full post on greedydiva.blogspot.com",Nobu,24-Nov-09,Greedy Diva
"POSITIVE
   My own New York Tradition. I always go to Nobu, Nobu Next Door and Sushi Samba when ever I come to the city. Although the food is heavier on the pocket (it's New York..duh), I always love their authentic dishes. I've met one of the owners (Drew Newporent) a few times, but have yet to meet Mr. De Niro, perhaps on my next trip.",Nobu,23-Nov-09,Birkdaletownee
"POSITIVE
   NOBU on 57th. I love this place I had a wonderful meal after taking someone special to New York for their birthday I do have to say the house riesling is horrible but if you love riesling the ERBEN Christoffel is amazing, a bit pricey but worth it about $125 a bottle.",Nobu,14-Nov-09,Sugar
"POSITIVE
   Amazing food, decent service, NYC atmosphere and a meal to remember. My husband took me here for the first time in 2006 & everytime since I'm amazed at how superb the food is. We always get the same thing, but it's always so breathtaking we just can't help it! Bamboo Sake. Rock Shrimp Tempura. Sashimi Salad. Beef Tobanyaki. Bento Box. Incredible.",Nobu,17-Oct-09,Ginger Lea Lazzaro
"SALUTE Robert dinero. I recommend that you see for yourself why DeNiro finds TriBeCa a good place to live, work, and enjoy the metropolitan life

DeNiro is a principle in Nobu restaurants, founded in 1995,",Nobu,16-Oct-09,Godiner
"POSITIVE
   I've always loved this place! Order the Sashimi Salad, Rock Shrimp Tempura, Beef Toban Yaki, and the Bento Box for dessert. You will be quite satisfied!",Nobu,7-Oct-09,Mike Lazzaro
"POSITIVE
   If you have been here you would know how good it is beautifully crafted food and tastes delicious fantastic",Nobu,30-Aug-09,Stagg
"Nobu is one of the best known Japanese restaurants in New York...it is also one of the most expensive. But I went there mainly because of the NY restaurant week menu which is 3 courses for $24.07 (which is dirt cheap at Nobu). For the first time in a whil ...
Read full post on oasismirage.com",Nobu,14-Aug-09,Oasis Or Mirage
"NEGATIVE
   Overrated !. An overrated crappy restaurant that has reviews bought and paid for by the celebrities that own it !",Nobu,14-Jul-09,The Ga
"POSITIVE
   Really Big. But Good.. Huge. You'll need a reservation. But they easily have a lot of vegan and vegetarian options. The mushrooms are fabulous. The sushi is good. But the vegan sushi (rice and veg) is a bit blah. I'd stick to hot veggie dishes . Great crowd. But I hate the carpet on the floor.",Nobu,8-Jul-09,Kathy Patalsky
"POSITIVE
   The hottest spot. I love the theme in this place and their sashami is breath taking , love it every bite , i had this uni and some suzuki sashami it was delicous , melted in my mouth with a bit wasabi , thats was haven , cost us a big price thou , a $473 us per head including tips and a few bottles of premium sake , i say : money well spend",Nobu,4-Jun-09,Mr Dunkirk
"POSITIVE
   All Time Fave. One of the best Asian restaurants I've ever been to....and that's including Asia and Hawaii!",Nobu,10-May-09,Ronald S. Dotson
"Recently, my boyfriend and I took his mother (MIL) out for dinner at Nobu as a belated Christmas present. He actually chose the restaurant without any consultation from me, so it came as a pleasant surprise that he chose Nobu. If you've read my blog much ...
Read full post on feistyfoodie.blogspot.com",Nobu,10-Feb-09,Feisty Foodie
"POSITIVE
   The best in NY!!!. Nobu is the best Asian restaurant in NYC.",Nobu,20-Jan-09,John
"POSITIVE
   # 1 Japenese in NYC. Aside from the original Matsuhisa on La Cienaga in Los Angeles, I have been to two on Hudson in New York City--Nobu New York City and Nobu Next Door.In typical Japanese sushi bar fashion, the best way to experience the entrees is to order omakase (omakase means trust in Japanese), entrusting your taste buds to the chef. The dishes are designed to come out from cold to hot with a sushi sampler arriving last followed by dessert. My favorites are: black cod with miso, yellowtail with jalapeno, rock shrimp tempura with ponzu (the creamy spicy sauce lacks kick), wagyu beef, Arctic charr with crispy baby spinach, and the sashimi salad. As for service, it is impeccable. The servers are courteous, discreet, and nothing but smiles. I never feel rushed and they do not act like idiots when celebrities or VIPs enter the premises.",Nobu,9-Jan-09,Mark Kasco
"NEGATIVE
   Apps are great, sushi isn't memorable. Favorites include their famous miso cod, yellowtail w/ jalapeno and rock shrimp tempura",Nobu,4-Dec-08,Felix GB
"POSITIVE
   I don't like it, I LOVE it. You have to go here. You have to eat everything on the menu. Yes, it is that good. Most restaurants I go to that have a bunch of hype are, well, just that...hype. Not Nobu, every inch of this place is a delicacy, from the black cod to the entire sushi menu.
True, it is expensive. But, for one meal in your life...don't even think about it, indulge!",Nobu,15-Sep-08,Kelseykakes
"A few years ago, Nobu was one of the hip restaurants which helped put Tribeca on the restaurant map and developed a reputation as a celebrity hangout. These days, the dining crowd is more mainstream - divided among couples on date, families with young chi ...
Read full post on pigoutnyc.blogspot.com",Nobu,16-Apr-07,Newman
"RATED
  Love this perfect spot to try something delicious. The fusion between French and Vietnamese are so perfectly intertwined at Indochine. The Steamed Chilean Sea Bass is our all time favorite, and a must try for anyone who loves sea bass and comes here for the first time. The sweet aroma of the dish paired with the fluffiness of the fish that just melts in you mouth is enough to make you crave this restaurant every week.",Indochine,24-Aug-16,Passe Par Tout
"POSITIVE
   Perfect Pre or Post Theater Dining Spot. Seven of us had dinner after a performance at the Public. The space is attractive and the food and service was excellent. Nicely presented dishes, great taste. One of the better dinners out in a while. Prices are Manhattan moderate-high, but well worth it. Smuggle in your own wine. The price per glass is ridiculous.",Indochine,24-Feb-15,Dwgrill
"POSITIVE
   Delicious food!!!. It was a unexpected restaurant with great and delicious food!! I came with my children and they were so excited about the taste and the presentation; the only thing that we don't like , it was about the noise and the waitress was not enough efficient...",Indochine,12-Nov-14,Psi_villegas
"POSITIVE
   What lacks in authenticity makes up for in taste. Can't say it would be my first choice if I was looking for authentic Vietnamese food... but for a ""French Vietnamese fusion"" (whatever that means) it was good. For someone who doesn't claim to be a food critic but likes to please my tastebuds with new things, the meal was delicious. The spicy chicken could have had more kick to it, but the lemon grass was delicious. I highly recommend the lemon tart. The staff was a bit pretentious... but with a tasty meal I can look past it for the most part.",Indochine,5-Feb-13,Angie Vuyst
"POSITIVE
   Fabulous!. This place continues to be a NY classic for a reason. Very well executed menu, lively atmosphere, cool crowd. Memorable night out!",Indochine,4-Sep-12,Chalupa
"POSITIVE
   Chad.... When I was in high school Details magazine (before it was a mens fashion mag) would always have ""on the town"" photos of celebs in their pages, Indochine was always featured with people like Calvin Klein, Madonna and Ru Paul. I dreamed of one day going. Fast forward over 20 years... and I finally had my visit to Indochine. While there were no celebs the night I visited the wait staff certainly made me feel like I was a celebrity. Exceptional service, great food. The crab cakes were to die for. Its a must visit for a trip to New York",Indochine,16-Oct-10,Chad Ramey
"POSITIVE
   Simply the Best. I have always enjoyed my dinners at Indochine. The food is simply the best. The Lychee Saketini is also one of my favorite cocktails in town. The crowd is always chic and the music makes me sway in my seat. I highly recommend it especially on Thursdays.",Indochine,30-Jul-10,Rafe New York
I would highly recommend Indochine as the fare is very appealing. The eggplant appetizer was outstanding. The grilled salmon with plum teriyaki was amazing. The tuna special was phenomenal. Staffing was impeccable and catered to your every need. Can't wait to go back,Indochine,15-Sep-09,Marcelline Laccadito
"POSITIVE
   Great. Indochine is a rare gem. Even though it could look like it's talking posh as too many other fancy restaurants in town, the Chef here definitely knows what good food is. Try the seared lamb loin or the grilled whole prawns. Amazing. Too bad for the cocktails... take two of the same in a row and they won't taste the same at all. Forgivable, anyway.",Indochine,23-May-09,Robespierre
"In a city where fusion restaurants are about as exciting as vanilla ice cream, the staff at Indochine remain pretentious, despite their incompetence. French-Vietnamese cuisine was a novelty in 1984 when Indochine opened its doors but i ...
Read full post on strumerika.com",Indochine,19-Dec-08,Erika Strum Silberstein
"Another very trendy restaurant for star spotters and people who want to be seen. The food is a modern take on traditional Vietnamese dishes which basically means microscopic but incredibly tasty portions. The good wine list was abused with a different bot ...
Read full post on thursdayclub.com",Indochine,3-Jan-08,Paul..
"NEGATIVE
   Cafe Fiorello. The eggplant parmigian arrived on lettuce and was a stack of fried eggplant with cheese. One of my antipasto choices wAs substituted without notifying me prior to them serving it. They ran out of Tartuffe at 7:15 on a Saturday night. I would never eat there again. Very disappointed.",Cafe Fiorello,27-Apr-15,Liv2ski3
"POSITIVE
   Fiorella restaurant. Delicious food, great service and very lively place. i would highly recommend.",Cafe Fiorello,14-Apr-15,Bhansen
"POSITIVE
   Exceptional service. Food was excellent, timing of food and attentiveness of waiter couldnt have been more perfect. We stayed much longer than our food and drink order to stay and chat and never felt rushed or as if we were inconveniencing anyone. thank you thank you",Cafe Fiorello,7-Apr-15,Evamariebb
"POSITIVE
   Clearly the best dining experience in North America , authentic , deliscious and attentive",Cafe Fiorello,21-Mar-15,Mio Trevisan
"POSITIVE
   Excellent waiter service. The food was great too excep the pizza wSnt as unique as I recall it being long ago. But all was well and my friends are now fans too.",Cafe Fiorello,2-Feb-15,Kmanuelian
Great wine selection. The food was good enough but expensive. The tuna was good but I wasn't sure of the BBQ'ish sauce they put on it. The grilled veggies were great and the kids loved their pasta (plain noodles with cheese and butter and touch to get wrong). The had an excellent selection of red wines by the glass and I had a very nice chianti classico reserva that took me back to my last trip to Tuscany — it was worth every penny.,Cafe Fiorello,2-Sep-14,Byron Baker
,Cafe Fiorello,26-Jun-14,968er
"How Rude. After an hour's lunch, I was given the bum's rush. The waiter removed my silverware when I clearly had not finished my meal. He angrily brought a new set when I asked. After paying the $80 bill for one, I exited under the hostile glare of the imposing maitre d. I will not return, regardless of the convenience to Julliard.",Cafe Fiorello,4-May-14,Ddrakephd
"POSITIVE
   Love it!. When in NY this is a must! I never miss out on at least one meal here. I love how their loyal customers have their own tables with name plate! You can eat the the bar, in a booth or at a table and there will always be someone you know! they are open late so the last time I was there was after the symphony (just across the street). the place was packed! you can enjoy fish and seafood and all kinds of fresh pasta. portions are large and sharing is allowed. their lemon tart for dessert is to die for. their veal dish is my favorite.",Cafe Fiorello,10-Apr-14,Yalinda
"Perfect after-opera spot!. What a delightful spot!. We were greeted warmly and our table was ready. It's a popular spot as the post opera crowd came through like a tidal wave!! All the staff are cheerful. We enjoyed the antipasti and a pizza all of which were delicious. Prices are typical for NYC and the location. Even though it was late, we didn't feel rushed to finish. It was the perfect end to a fabulous evening.",Cafe Fiorello,30-Mar-14,Mary
"Cafe Fiorello has long stood across the street from Lincoln Center – prime real estate all year long, but especially good in the holiday season. Hordes of little girls and their grandparents flock to see “The Nutcracker” and afterwards, who wouldn’t like a little pasta? You would think the dining room would be at the top of its game to entice clients who otherwise might not come this way, to return in the warmer months. If that’s the case…ai yai yai. The dining room si large and loud, but not unhappily so  just the generally happy buzz of contented diners. It’s on the fancier side of things, but it’s very kid friendly – really the perfect family setting. Bread basket Tasty. The multigrain bread is dry and forgettable but the foccacia is lovely – vaguel ...
Read full post on fritosandfoiegras.com",Cafe Fiorello,12-Dec-13,Fritosandfoiegras
"POSITIVE
   Try the Antipasti Plate. My wife and I enjoyed a selection from the antipasti bar. A selection of olives, cheese, grilled fennel, shrimp and scallop salad, and a few other items. All very good in a fun atmosphere.",Cafe Fiorello,29-Mar-13,Ken Goldstein
"Diner Beware. We ordered Dover Sole, listed on both the web menu and the printed menu riven us at the table at $55.00. Portion was huige, I paid the bill and looked at the itemized version when we returned home. The fish was priced at $66.00, 1.2 lobs. @ $55.00 per pound. No where was it said that the fish was priced by weight and not by portion. This is no better than sleazy.",Cafe Fiorello,14-Dec-12,B. Retlaw
,Cafe Fiorello,23-Oct-12,Antoine D
"POSITIVE
   AMAZING!!!. Had the antipasti, open face lasagna, and the limencello custard. The antipasti was delicious, we had the eggplant, the white asparagus, the fennel, the shrimp and scallop. All amazing, the eggplant was ripe with tomato and eggplant flavor. The lasagna was insane. The meatballs were so tender, the sauce was delicious, the noodles tasted fresh and I'd assume was made in house. It was not your boxed pasta. The lemoncello tart was amazing. It was an incredible lemony custard with a creme brulee crust. The side of whip went so well. The service was impeccable and so personable. We sat at the bar and had a really great time. Make sure to have lemoncello with dessert. It's the BEST.",Cafe Fiorello,5-Jun-12,BarbC
"POSITIVE
   A Perfect Lunch. Went for lunch recently. Stumbled in last minute because 'Wichcraft just around the corner was closed for Fashion Week event. What a happy accident. When we sat down we were concerned that we were going to spend a fortune... and you could Fiorello is expensive. But they have a $25. prix fixe lunch that is really a bargain. Face it- in this neighborhood it's hard to get out of a deli with a $20 lunch! Great selections, generous portions. Three of us shared a little of everything. The meatloaf was the big winner. My whole wheat orecchiette Pugliesi was the healthy choice. My friend's tuna was done to perfection. The Antipasti Bar is a wonderful sight to behold. When I'm working at Lincoln Center this is a new regular!",Cafe Fiorello,12-Feb-12,Rob B.
"POSITIVE
   One of the best Italian restaurants in NYC. The best sausage and peppers in the world. Ridiculous veal parm, authentic Italian pizza and the best antipasti bar anywhere.",Cafe Fiorello,5-Sep-11,M Conway
"POSITIVE
   Looovve this place! The food is amazing and their limoncello cake is probably one of my favorite desserts out of anywhere!",Cafe Fiorello,15-Aug-11,Chris C
"NEGATIVE
   Dissapointed. Ordered Pizza margarita= for $28.. Felt that the crust was pre-made flat bread.,the topping was okay. Came to the table cold. Plate was hot. Sent back and returned hot but crust was still yucky. Thought for the price tooo expensive My friends ordered the antipasto... they were out of many pf the choices The service was good since we complained a lot and he was patient with us. Will not return...",Cafe Fiorello,29-Mar-11,Ida Ann Shapiro
"NEGATIVE
   Not so great.. Went for a Sunday brunch. It was packed so I understand that seating is limited but I had reservations, and still had to wait almost 30 minutes. Then we were seated at the back in the corner, squashed between other tables. Very uncomfortable.
Food was mediocre, at best. Bread basket seemed stale.
Service wasn't bad, but there are way better cafés/restos for a Sunday brunch/lunch in the area....considering it's Central Park West area...I was disappointed with the quality. Cappuccinos were the only decent thing I had there (but seriously how hard are those to make)",Cafe Fiorello,31-Jan-11,TOnNYC
"POSITIVE
   Regular post Met eatery. We really love dinning here after the opera. Fiorello offers a great antipasto menu. We always get a mix of veggies. Just great. This time we also ordered the scallop & shrimp salad. While it was good, they did not remove the abductor from the scallops, which is a bit tough to eat.

Good wines great antipasto, fantastic bread, and very good service. This is the best latenight oint near lincoln center.",Cafe Fiorello,1-Jan-11,Myverismo
"POSITIVE
   Huge portions!. The 1/2 portions are much more than enough for a luncheon portion. The vegetarian salad is very, very fresh: iceberg lettuce, slices of orange, artichoke hearts, mushrooms topped with a light vinaigrette. The atmosphere is pleasant and the service is fast and attentive. It's fun to eat at the bar where you select your antipasto from numerous heaping platters.",Cafe Fiorello,23-Nov-10,Kd
"When I was little every year my grandmother would take me in to Lincoln Center to see the Nutcracker and we would always eat at Cafe Fiorello. I was actually a little nervous to come back since I feared it wouldn't live up to the bar set by all my happy c ...
Read full post on newbiefoodies.com",Cafe Fiorello,29-Oct-10,Newbie Foodies
"Had your cheese tortollini, bought in grocery store. Where is the CHEESE? I was very disappointed as was my family. :(",Cafe Fiorello,21-Oct-10,Kpowell67
"POSITIVE
   Wonderful staff and best cheesecake ever!! They stayed open late for two dessert seeking tourist. Also not a bad place to spot a celebrity ;-)",Cafe Fiorello,7-Jul-10,Mel
"POSITIVE
   Whoa!. Tasty, popular and pricey!!! But all worth it for the chocolate mousse and whipped cream dessert. It's to die for!!!!!!",Cafe Fiorello,26-Feb-10,ViolinRLA
"One of the nicest parts about attending an event at Lincoln Center is the pleasure of eating at Cafe Fiorello. ...
Read full post on forkknifespoon.wordpress.com",Cafe Fiorello,8-Feb-10,Forchetta Cucchiaio
"POSITIVE
   How could it be so good?. I totally assumed that this would be a tourist trap, since it's situated right across from Lincoln Center with its sidewalk cafe always crowded. Well you can definitely spend a LOT of money there if you want. But it's well spent. You can also have a selection of three absolutely delicious appetizers for $15. Not a bad deal even at dinner. Except that once you see the appetizers (sorry - they are called something else. Not tapas, because this is Italian) you want to have more, and to include some of the ones containing fish. My favorites - caramelized fennel, bufalo mozzerelo, swiss chard with pine nuts, grilled octopus, beets with oranges, grilled veggies, calamari salad, smoked salmon rolls wrapped in cucumber. We have gone there more often than I would have thought, and walked away paying between $35 and $140 for two.",Cafe Fiorello,17-Sep-09,Ann Vachon
"POSITIVE
   Lasagna. Their open-faced lasagna is one of the best tasting and most original dishes I've ever had.",Cafe Fiorello,21-Aug-09,Knox B
"POSITIVE
   A New York Classic. This is not just a restaurant to visit pre-the-Philharmonic, this is a NY delight for all seasons. Perfect for people watching in the Spring, drops you into summer swing dancing, orgasmic chocolate moose for the autumn and delicious cappacinos to warm up the winter cold. Fresh fish all year, cold caprese salads, and delectable veal parmigiana. You won't find better Italian, unless you happen to be one of the fortunate few who can actually get a reservation to Il Mulino.",Cafe Fiorello,17-Feb-08,Thornyrose11cd
"RATED
  I always love to stop by when I go to NYC. I have been going for the past 7 years when it was just a very small place with amazing food and party brunch. This trip I went with my mom for lunch on Sunday . The food was amazing , I always order the Cajun chicken. My other favorites are lentils salad, steak tartare and the tuna tartare. The service was very good and we got seated very fast. I really recommend it !!",Le Bilboquet,5 months ago,Pratap Singh
"RATED
  The restaurant was lovely with a good location. The food was tasty and fresh. However we were there for lunch/ brunch and they had only one menu that offered little at this hour. The prices on line were much different then what we encountered. It was almost like a bait and switch. Their web page needs to be updated.",Le Bilboquet,27-Jun-16,Suzanne Kahn
"RATED
  Delicious my first time having French and I enjoyed it. My first time trying Foie gras and it's an acquired taste. Just a bit too noisy for my liking. But would come again.",Le Bilboquet,6-Apr-16,Mari
"POSITIVE
   Favorite restaurant in NYC!!",Le Bilboquet,18-Oct-14,Elizabeth Arrington Hawthorne
,Le Bilboquet,20-Apr-14,Susanlansing4
"POSITIVE
   Love this place. Awesome mix of Euro transplants, ladies who lunch, neighborhood moguls, and hedge fund managers. No reservations. Arrive for lunch at noon; at 12:15 the French maitre d' will look at the empty tables, look back at you, and say ""I do not have it!"" It's all part of the ambience; the perfect amount of snob appeal backed up with great wine, great bistro food (cajun chicken is the 'go to' order here), and a great scene. Nothing better than a spring lunch here at one of the outside tables with multiple glasses of vin rose.",Le Bilboquet,26-Dec-12,Bond Dork
"POSITIVE
   WOW. This is hands down the best brunch i've ever had in my life. fine dining meets studio 54 dance party. people from 21 to 71 dancing on the tables at the end of an AMAZING meal. I had the sea scallops and was far more than pleased. i wish i could have this much fun every day of my life. GO!",Le Bilboquet,6-Dec-09,Bridget
"RATED
  I've had Candle 79 bookmarked for over two years and it was worth the wait! I loved the causal feel yet of this restaurant. The restaurant was a bit dark inside, definitely a place where you can enjoy a dinner date, it wasn't loud, and there wasn't a lot of people when I went with a friend mid-week for dinner. The patrons were a mix of late 30s to 50s so it was a good mix of people. It didn't feel at all pretentious despite being in UES. The staff was friendly and helpful with helping us decide what to order. I tried the crepe which was amazing. Everything came well together. Portions were perfect. We ended up eating our entire plate and had no room to share. It says a lot that they wowed a non-vegan friend with their spaghetti and meatballs. Their food is tasty. I would highly recommend it. Definitely coming back again, on my list of good vegan restaurants!",Candle 79,11 months ago,Xtine
"RATED
  This is the place to visit for a high end, gourmet vegan experience. The presentation is so beautiful! It was a pity the lighting was dim, so the photos don't do justice to the dishes.

Taste wise, some dishes didn't do much for me but the others were quite delicious. The desserts, especially the chocolate mousse, blew me away. Each bite was pure bliss!

The service was pretty good.

Definitely worth a visit. Especially for a special occasion.",Candle 79,9-Sep-16,Susmitha Veganosaurus
"RATED
  While looking up places to eat in New York, I came across Candle 79. Even though I am not vegan, I wanted to try a vegan place because it’s really nice and relaxing to walk in to a restaurant and not have to stress over whether something contains dairy in it or not. As well, Candle 79 had really great reviews, so how could I pass it up? So, after an afternoon of exploring Central Park and The Met museum, we explored the Upper East Side and went to Candle 79! ...
Read full post on curiouslycarmen.com",Candle 79,19-May-16,CuriouslyCarmen.com
"RATED
  Best. Vegan. Ever. We are visiting from the Left Coast. We have lots of vegan fare to choose from, but this place is outstanding. My wife had the ravioli to start - morel and romp - it was so delicious. I had the vegetable empanadas, which were very flavourful. The pastry was perfect, and the guacamole, vegan sour cream and salsa were the perfect accompaniments. For the mains, my wife had the wild mushroom crepes and I had the seitin piccata. Both were fantastic. This is our new favourite place.",Candle 79,9-May-16,Michael Birch
"RATED
  So, went here last night after searching a lot for a fine vegetarian restaurant. And it was worth the try. Amazing place with really good flavours. Would have loved it more had the salt been added in the right amounts.",Candle 79,12-Apr-16,Sreekari
"POSITIVE
   Not sure how I feel about this place. On one hand the food is differently prepared and not what you would make at home and therefore unique and worth the visit and price. On the other hand although the dishes are uniquely prepared , many are bland in taste.
Having said that, this place is worth a try. It's a different experience.",Candle 79,10-Oct-14,Athey
"The Bitches say: A. A lovely, healthy brunch option for indulging your taste buds, but not at the cost of your waistline. ...
Read full post on bitcheswhobrunch.com",Candle 79,11-Mar-14,Bitches Who Brunch
This place is amazing <333. Brownie dessert and nachos are to die for. absolutely loveee this place!!!,Candle 79,6-Feb-14,Xojustinerose
"One of the best and rarest experiences of the gastronome is surprise and delight. I experienced both that day in New York. I even bought the cookbook. And like I do with any new book I read the forward written by Rory Freedman. About the chefs at Candle 79, she writes: ""Not only do we want their food, we also want what they have. We want that spark, spirt, and love."" How true it is! That's what all good food is about, vegan or not. ...
Read full post on bakedroastedfried.blogspot.com",Candle 79,16-Jan-14,The Insouciant Chef
